SPK0_text,SPK1_text,SPK0_p1,SPK0_p3,SPK1_p1,SPK1_p3,prob_face_anger_SPK0,prob_face_contempt_SPK0,prob_face_disgust_SPK0,prob_face_fear_SPK0,prob_face_happiness_SPK0,prob_face_neutral_SPK0,prob_face_sadness_SPK0,prob_face_surprise_SPK0,smile_SPK0,prob_face_anger_SPK1,prob_face_contempt_SPK1,prob_face_disgust_SPK1,prob_face_fear_SPK1,prob_face_happiness_SPK1,prob_face_neutral_SPK1,prob_face_sadness_SPK1,prob_face_surprise_SPK1,smile_SPK1
[' '],[' '],1.512906789779663,0.0,14.412847518920898,14.412847518920898,0.1380792900919914,0.0022582886042073,0.0050072831567376,0.0153889944776892,0.0027530435472726,0.7276789307594299,0.0936269432306289,0.0152072298340499,0.0,,,,,,,,,
[' Yeah'],[' '],1.512906789779663,0.0,14.412847518920898,14.412847518920898,0.1653445780277252,0.0023037741659209,0.0056674648076295,0.0128532564267516,0.003452269709669,0.6984022736549378,0.1016090616583824,0.0103673233650624,0.0,,,,,,,,,
['.'],[' '],0.15473811328411102,0.0,14.412847518920898,14.412847518920898,0.1283047050237655,0.0022043152013793,0.0047476843465119,0.0081608709413558,0.0013146194978617,0.708564305305481,0.1400422841310501,0.0066612212453037,0.0,,,,,,,,,
[' '],[' '],1.1285771131515503,0.0,14.412847518920898,14.412847518920898,0.0936908610165119,0.0020229822490364,0.0019273666897788,0.0048798487987369,0.0025727031053975,0.7836484909057617,0.103193812072277,0.0080639274790883,0.0,,,,,,,,,
[' Yeah'],[' '],1.1285771131515503,0.0,14.412847518920898,14.412847518920898,0.118432655185461,0.0034164803335443,0.0036447412800043,0.0037796996999531,0.003561622055713,0.7544680237770081,0.1038937881588935,0.0088029811624437,0.0,,,,,,,,,
[' '],[' '],0.10819164663553238,0.0,14.412847518920898,14.412847518920898,0.1526341587305069,0.0025459996191784,0.0035490242764353,0.009259685408324,0.0036846586503088,0.7476800918579102,0.0689085714519023,0.0117378475144505,0.0,,,,,,,,,
['.'],[' '],0.10819164663553238,0.0,14.412847518920898,14.412847518920898,0.104811717569828,0.0021990995388478,0.0036065614782273,0.0091579322703182,0.0025519198447,0.7572443366050721,0.1081387683749199,0.012289695860818,0.0,,,,,,,,,
[' '],[' '],5.847395896911621,0.0,14.412847518920898,14.412847518920898,0.1998840942978859,0.0031071691773831,0.0051067240070551,0.0100541149266064,0.0027148306602612,0.6811285495758057,0.0911383658647537,0.0068662064149975,0.0,,,,,,,,,
[' Right'],[' '],5.847395896911621,0.0,14.412847518920898,14.412847518920898,0.1322718545794487,0.002720986562781,0.0059264250099658,0.0217042069882154,0.0054718335159122,0.7342055916786194,0.0830723345279693,0.0146267944946885,0.0,,,,,,,,,
['.'],[' '],0.8903866410255432,0.0,14.412847518920898,14.412847518920898,0.1585798859596252,0.003547647036612,0.0052365998853929,0.0065749353962019,0.0041663045994937,0.7278574407100677,0.0850771702826023,0.0089600347273517,0.0,,,,,,,,,
[' '],[' '],2.3769466876983643,0.0,14.412847518920898,14.412847518920898,0.1244116961956024,0.0030268643517047,0.0061062697554007,0.0103696196340024,0.0101931587327271,0.7694104671478271,0.0646884307265281,0.011793508939445,0.0,,,,,,,,,
[' Yeah'],[' '],2.3769466876983643,0.0,14.412847518920898,14.412847518920898,0.0974671646952629,0.0027017027139663,0.006634023762308,0.0055900445207953,0.0042669082526117,0.8030186176300049,0.0712500639259815,0.0090714794117957,0.0,,,,,,,,,
[' '],[' '],0.10052304714918137,0.0,14.412847518920898,14.412847518920898,0.0551819570362567,0.0013915288960561,0.0023313989746384,0.0039630473591387,0.0013958668569102,0.8595682501792907,0.0671191155910491,0.00904884445481,0.0,,,,,,,,,
['.'],[' '],0.10052304714918137,0.0,14.412847518920898,14.412847518920898,0.0702566713094711,0.0056332341395318,0.0051405504113063,0.0072289510630071,0.022775702108629,0.8216578602790833,0.0507644861936569,0.0165425762534141,0.0,,,,,,,,,
[' Yeah'],[' '],1.2144064903259277,0.0,14.412847518920898,14.412847518920898,0.0544182851910591,0.0013816588092595,0.0029286935925483,0.0134039484430104,0.0012720553902909,0.8347628235816955,0.0676157921552658,0.0242167407646775,0.0,,,,,,,,,
[' '],[' '],0.053018659353256226,0.0,14.412847518920898,14.412847518920898,0.0598823904991149,0.0017770525999367,0.0027703831670805,0.00647404785268,0.0017173133324831,0.8325775742530823,0.079466500878334,0.01533476235345,0.0,,,,,,,,,
['.'],[' '],0.053018659353256226,0.0,14.412847518920898,14.412847518920898,0.1642595355709394,0.0032609345701833,0.0040739550410459,0.0078936821470657,0.0051957074610982,0.735794723033905,0.0725319162011146,0.0069895853909353,0.0,,,,,,,,,
[' '],[' '],0.8751093149185181,0.0,14.412847518920898,14.412847518920898,0.1609751284122467,0.004414509050548,0.006313825957477,0.0102552352473139,0.0062926188111305,0.7217262387275696,0.0840089172124862,0.0060135903768241,0.0,,,,,,,,,
[' Yeah'],[' '],0.8751093149185181,0.0,14.412847518920898,14.412847518920898,0.1017521880567073,0.0039316854672506,0.0036341008963063,0.0072636011987924,0.0063157130731269,0.7935178160667421,0.0672900132834911,0.0162948332261294,0.0,,,,,,,,,
[' '],[' '],0.039657529443502426,0.0,14.412847518920898,14.412847518920898,0.0575108483433723,0.0028609000379219,0.0020725955953821,0.0071450636256486,0.0029836152214556,0.824703049659729,0.0793833799660205,0.0233405467122793,0.0,,,,,,,,,
['.'],[' '],0.039657529443502426,0.0,14.412847518920898,14.412847518920898,0.0591267622075974,0.0015889487985987,0.002707204024773,0.0149132744409143,0.001988315678318,0.7951202690601349,0.0943673588335514,0.0301878207828849,0.0,,,,,,,,,
[' M'],[' '],5.489899635314941,0.0,14.412847518920898,14.412847518920898,0.0932051859796047,0.0035362139809876,0.0034526395145803,0.0065468296641483,0.0063165806815959,0.7830020785331726,0.0922605171799659,0.0116799570037983,0.0,,,,,,,,,
[' '],[' '],0.9310523271560669,0.0,14.412847518920898,14.412847518920898,0.1543120950460434,0.0040431113447993,0.0035219524055719,0.0069000287912786,0.0061196286231279,0.7382735371589659,0.0828312411904335,0.0039983883034437,0.0,,,,,,,,,
['m'],[' '],0.9310523271560669,0.0,14.412847518920898,14.412847518920898,0.0852977804839611,0.0039135316619649,0.005071327323094,0.0050471432972699,0.0103225513827055,0.8077522397041321,0.0748737193644046,0.0077216777019202,0.0,,,,,,,,,
[' '],[' '],4.242790699005127,0.0,14.412847518920898,14.412847518920898,0.0530231475830078,0.0019606741145253,0.0023743628291413,0.004956189263612,0.0031206756597384,0.8658493041992188,0.0553759329020977,0.0133397037163376,0.0,,,,,,,,,
[' h'],[' '],4.242790699005127,0.0,14.412847518920898,14.412847518920898,0.0612231582403183,0.00228273763787,0.0019491447368636,0.0032161706127226,0.0023248715791851,0.8681438684463499,0.0541720189154148,0.0066880597267299,0.0,,,,,,,,,
['mm'],[' '],0.3194173574447632,0.0,14.412847518920898,14.412847518920898,0.0727945566177368,0.0017739632166922,0.0033486053114756,0.0061363766901195,0.0017978178337216,0.826434600353241,0.0781902313232421,0.0095238634385168,0.0,,,,,,,,,
[' '],[' '],0.2423226237297058,0.0,14.412847518920898,14.412847518920898,0.0769852168858051,0.0022517645731568,0.0037876533344388,0.0062103222124278,0.0027285755611956,0.8327933430671692,0.0656841523945331,0.0095589803531765,0.0,,,,,,,,,
['.'],[' '],0.2423226237297058,0.0,14.412847518920898,14.412847518920898,0.1217526480555534,0.004533179057762,0.0057341128587722,0.0053290988784283,0.0170410811901092,0.7774017691612244,0.0604163579642772,0.0077917389571666,0.0,,,,,,,,,
[' '],[' '],1.6360903978347778,0.0,14.412847518920898,14.412847518920898,0.1435925155878067,0.0059502437943592,0.0066032739821821,0.0053723882418125,0.0136589030618779,0.7570604681968689,0.0607911571860313,0.0069710742682218,0.0,,,,,,,,,
[' M'],[' '],1.6360903978347778,0.0,14.412847518920898,14.412847518920898,0.1154824495315551,0.0022242597071453,0.0049918722826987,0.0078906350303441,0.0019236869644373,0.7832482814788818,0.0741272322833538,0.0101115636527538,0.0,,,,,,,,,
[' '],[' '],6.7641472816467285,0.0,14.412847518920898,14.412847518920898,0.0528572751209139,0.0027145539410412,0.0030707650701515,0.0040330082876607,0.0052190520567819,0.8552154898643494,0.0686782270669937,0.0082115827593952,0.0,,,,,,,,,
['hm'],[' '],6.7641472816467285,0.0,14.412847518920898,14.412847518920898,0.0545910981018096,0.0017763834912329,0.004277395299141,0.0035884150420315,0.0017105268780142,0.8681709766387941,0.0607535783201456,0.0051316770841367,0.0,,,,,,,,,
['.'],[' '],0.17452700436115265,0.0,14.412847518920898,14.412847518920898,0.0988623961806297,0.0026385586475953,0.0084286565892398,0.0084328174125403,0.0026211114018224,0.7842469096183777,0.0828108802437782,0.0119586773216724,0.0,,,,,,,,,
[' '],[' '],8.069864273071289,0.0,14.412847518920898,14.412847518920898,0.0965207196772098,0.0017447394784539,0.0046388678951188,0.006214575888589,0.0012596060871146,0.7886891841888428,0.0920069336891174,0.0089253855869174,0.0,,,,,,,,,
[' Really'],[' '],8.069864273071289,0.0,14.412847518920898,14.412847518920898,0.0840766951441764,0.002451415057294,0.0039091190788894,0.0059568383730947,0.0039092825260013,0.8054543375968933,0.0806935787200927,0.013548786425963,0.0,,,,,,,,,
[' '],[' '],0.7010221481323242,0.0,14.412847518920898,14.412847518920898,0.0543270638833443,0.0022058048052713,0.00285480885456,0.0040596331624935,0.0024268996203318,0.8459336558977762,0.0806009421745936,0.0075911412714049,0.0,,,,,,,,,
['?'],[' '],0.7010221481323242,0.0,14.412847518920898,14.412847518920898,0.0634054616093635,0.0019756623078137,0.0022251461632549,0.0011416207998991,0.0064838901162147,0.8588866591453552,0.0648571476340293,0.0010244274744763,0.0,,,,,,,,,
[' The'],[' '],6.223877906799316,0.0,14.412847518920898,14.412847518920898,0.1146190352737903,0.0022473526769317,0.0048745011445134,0.0159482024610042,0.0025738224212545,0.7548460960388184,0.0815897732973098,0.0233012465760111,0.0,,,,,,,,,
[' '],[' '],10.950133323669434,0.0,14.412847518920898,14.412847518920898,0.0583211794495582,0.0050825720652937,0.003791895811446,0.0068687950726598,0.0124503150582313,0.8276260972023011,0.0443073652684688,0.0415517967194318,0.0,,,,,,,,,
[' temporary'],[' '],10.950133323669434,0.0,14.412847518920898,14.412847518920898,0.0813098356127739,0.0059112791437655,0.0049532692646607,0.0043951971223577,0.0169563823379576,0.8213941335678101,0.0539997637271881,0.0110801168717443,0.0,,,,,,,,,
[' '],[' '],5.966946601867676,0.0,14.412847518920898,14.412847518920898,0.0704695392400026,0.0061325008515268,0.0051545131020247,0.0072480964008718,0.019646026007831,0.813770055770874,0.0503754470497369,0.0272038303315639,0.0,,,,,,,,,
['.'],[' '],5.966946601867676,0.0,14.412847518920898,14.412847518920898,0.0661487942561507,0.0036709441337734,0.0052415697136893,0.0079572193790227,0.0107313656480982,0.8280432373285294,0.0587942786514759,0.0194125678390264,0.0,,,,,,,,,
[' '],[' '],5.09633207321167,0.0,14.412847518920898,14.412847518920898,0.0849066734313964,0.0030719863716512,0.0053524328861385,0.0087442120537161,0.0058048509992659,0.8091234087944029,0.0620975144207477,0.0208989456295967,0.0,,,,,,,,,
[' Okay'],[' '],5.09633207321167,0.0,14.412847518920898,14.412847518920898,0.0889621619135141,0.0029295462300069,0.0034809299104381,0.005821066093631,0.0055575526785105,0.8221877813339233,0.05837357416749,0.0126873983535915,0.0,,,,,,,,,
['.'],[' '],0.43696698546409607,0.0,14.412847518920898,14.412847518920898,0.0717934027314186,0.0018612794112414,0.0038250961806625,0.0144895580597221,0.0040028941293712,0.7926553368568421,0.0846235692501068,0.0267488745041191,0.0,,,,,,,,,
[' '],[' '],8.240007400512695,0.0,14.412847518920898,14.412847518920898,0.0692486047744751,0.002629002998583,0.0048646883107721,0.0167537779547274,0.0063203278696164,0.79267578125,0.077899781614542,0.0296080449596047,0.0,,,,,,,,,
[' Two'],[' '],8.240007400512695,0.0,14.412847518920898,14.412847518920898,0.0672845654189586,0.0015727742575109,0.0046665009111166,0.0142013259232044,0.0028963301097974,0.7922625660896301,0.0913418613374233,0.0257740546017885,0.0,,,,,,,,,
[' '],[' '],2.1286985874176025,0.0,14.412847518920898,14.412847518920898,0.0734434597194194,0.001851184060797,0.0040329631417989,0.0091077448800206,0.0035186804947443,0.8069355487823486,0.0850306712090969,0.0160797715187072,0.0,,,,,,,,,
['.'],[' '],2.1286985874176025,0.0,14.412847518920898,14.412847518920898,0.0859324149787426,0.0019381506834179,0.0074459574185311,0.0155846039764583,0.0019306851550936,0.7748368978500366,0.0811111852526664,0.0312201147899031,0.0,,,,,,,,,
[' M'],[' '],3.324880838394165,0.0,14.412847518920898,14.412847518920898,0.0759802363812923,0.0013476464664563,0.0056428716517984,0.0080281598493456,0.0007564624887891,0.7806601047515869,0.1108060330152511,0.0167784767225384,0.0,,,,,,,,,
[' '],[' '],0.216939777135849,0.0,14.412847518920898,14.412847518920898,0.0717470377683639,0.0012708719703368,0.0039103602990508,0.008955914992839,0.0009127825614996,0.8101596474647522,0.0875380009412765,0.0155054103583097,0.0,,,,,,,,,
['m'],[' '],0.216939777135849,0.0,14.412847518920898,14.412847518920898,0.0967404216527938,0.0022726025432348,0.0072052616626024,0.0063461855053901,0.0022102657239884,0.7767230987548828,0.0996887758374214,0.0088133886456489,0.0,,,,,,,,,
[' '],[' '],1.027012586593628,0.0,14.412847518920898,14.412847518920898,0.0823890328407287,0.0018318420974537,0.0045633034780621,0.0175611609593033,0.0030281547864433,0.7716130375862121,0.096485798805952,0.0225276794284582,0.0,,,,,,,,,
['.'],[' '],1.027012586593628,0.0,14.412847518920898,14.412847518920898,0.0935721337795257,0.0018611890263855,0.0038543848320841,0.0103904637973755,0.0019956777221523,0.7843336701393128,0.0822469733655452,0.0217454841360449,0.0,,,,,,,,,
[' '],[' '],1.864831566810608,0.0,14.412847518920898,14.412847518920898,0.1614166185259819,0.0034897621721029,0.0084044040180742,0.0125610351096838,0.0027605739596765,0.7070550203323365,0.0851960837841034,0.0191164762713015,0.0,,,,,,,,,
[' M'],[' '],1.864831566810608,0.0,14.412847518920898,14.412847518920898,0.0612715976312756,0.0018942128954222,0.0029679621802642,0.0120523830410093,0.0013655255461344,0.7858573347330093,0.1071048742160201,0.0274861206999048,0.0,,,,,,,,,
['hm'],[' '],2.024789810180664,0.0,14.412847518920898,14.412847518920898,0.0980311393737793,0.0059808349702507,0.0057119444012641,0.0047235065605491,0.0147052212618291,0.7845094799995422,0.0750177383422851,0.0113201256841421,0.0,,,,,,,,,
[' '],[' '],0.044506680220365524,0.0,14.412847518920898,14.412847518920898,0.0845759555697441,0.0037518418394029,0.006987368222326,0.0094772215932607,0.0122976383310742,0.7938349723815918,0.0728788614273071,0.0161961403675377,0.0,,,,,,,,,
['.'],[' '],0.044506680220365524,0.0,14.412847518920898,14.412847518920898,0.0598926991224289,0.0010579098132438,0.002629134664312,0.0054289438296109,0.0005841289355885,0.8309025287628173,0.0901343464851379,0.0093703273683786,0.0,,,,,,,,,
[' '],[' '],1.7421703338623047,0.0,14.412847518920898,14.412847518920898,0.0653120875358581,0.0011411603773012,0.0027317262953147,0.0074644542299211,0.0006893279671203,0.8072903275489807,0.1025893196463584,0.0127815912477672,0.0,,,,,,,,,
[' Yeah'],[' '],1.7421703338623047,0.0,14.412847518920898,14.412847518920898,0.1069854840636253,0.0036774755921214,0.0075139540480449,0.0080730609595775,0.0087948102271184,0.7696749687194824,0.0820271417498588,0.013253064174205,0.0,,,,,,,,,
['.'],[' '],0.07443030923604965,0.0,14.412847518920898,14.412847518920898,0.0492943279445171,0.0013658028328791,0.0023970635025762,0.0102864408865571,0.0011160130961798,0.8410071730613708,0.0691234678030014,0.0254096876829862,0.0,,,,,,,,,
[' '],[' '],9.733177185058594,0.0,14.412847518920898,14.412847518920898,0.0776508681476116,0.0013253523502498,0.0030086173210293,0.0194500597193837,0.0006891629949677,0.7485539317131042,0.1046208068728447,0.0447012137621641,0.0,,,,,,,,,
[' '],['>'],9.733177185058594,0.0,14.412847518920898,14.412847518920898,0.0548273595049977,0.0009889979410218,0.0019191676401533,0.0130786355584859,0.0004435655064298,0.8156153708696365,0.0864221956580877,0.0267046934459358,0.0,,,,,,,,,
['> Yeah'],[' No. '],2.1360079050064087,1.3027949333190918,3.382317761580149,14.412847518920898,0.0860899724066257,0.0048247527796775,0.0045983770862221,0.0065780155127868,0.0078661749139428,0.7958375930786132,0.0816959396004676,0.0125091881956905,0.0,,,,,,,,,
['> Yeah'],['>'],2.1360079050064087,1.3027949333190918,0.368165522813797,0.368165522813797,0.1146655157208442,0.0037982823792845,0.007615373795852,0.0065083281137049,0.0039817356504499,0.7514111995697021,0.104886694252491,0.0071328427642583,0.0,,,,,,,,,
['.'],['>'],0.10469408333301544,1.3027949333190918,0.368165522813797,0.368165522813797,0.1299001693725586,0.0030806153081357,0.0096103163436055,0.0094982523471117,0.002786636352539,0.7208118557929992,0.1170917257666588,0.0072204265743494,0.0,,,,,,,,,
[' '],['>'],0.5876876711845398,1.3027949333190918,0.368165522813797,0.368165522813797,0.0917815640568733,0.0056896952912211,0.0098384910263121,0.0067695342004299,0.0071082692593336,0.7644338726997375,0.1057149484753608,0.0086636348627507,0.0,,,,,,,,,
['>'],[' Hello near me'],0.31875166296958923,0.31875166296958923,8.445520559946695,0.368165522813797,0.0839438453316688,0.0068333477713167,0.0069852693937718,0.0048271785024553,0.0170994722284376,0.7975626826286316,0.0687196969985961,0.0140284825582057,0.0,,,,,,,,,
['>'],['. '],0.31875166296958923,0.31875166296958923,0.7544443905353546,0.368165522813797,0.0739605583250522,0.0064372204535175,0.0128244128776714,0.0310237388592213,0.0203839936759322,0.4262513056397438,0.0400317181833088,0.3890870532952249,0.0,,,,,,,,,
[' Hi. Yeah.'],['> How are'],2.5315563306212425,0.31875166296958923,1.8233784685532253,0.233514204621315,0.0407072218134999,0.0083161225542426,0.0087950978893786,0.0157203286886215,0.0461422637104988,0.6505757570266724,0.0531568605452776,0.176586353033781,0.0,,,,,,,,,
[' '],['> How are'],1.923211932182312,0.31875166296958923,1.8233784685532253,0.233514204621315,0.0215492581948638,0.0015383964404463,0.0035022608935832,0.0371288578957319,0.0033921571914106,0.6416833400726318,0.0523737348616123,0.23883196413517,0.0,,,,,,,,,
['> All right.'],[' you doing? one '],1.5986591167747974,0.29771384596824646,4.162583899497986,0.233514204621315,0.0168120520189404,0.0021845233393833,0.0029466939391568,0.0216826148331165,0.0081016676500439,0.669558310508728,0.0378671322017908,0.2408470116555691,0.0,,,,,,,,,
['> All right.'],['> You know?'],1.5986591167747974,0.29771384596824646,1.8796034790575504,0.16226257383823395,0.0062274308875203,0.0072144328660215,0.0012027329357806,0.0169453700073063,0.072886333509814,0.4168771579861641,0.0156473719980567,0.4629991687834263,0.0,,,,,,,,,
[' How about you? How'],['> You know?'],2.556317335367203,0.29771384596824646,1.8796034790575504,0.16226257383823395,0.0070931064430624,0.0165805852971971,0.0017621404957026,0.007606336264871,0.1563797177746892,0.5698532521724701,0.0198498744517564,0.220874984562397,0.0,,,,,,,,,
"[""'s life you know?""]",['> You know?'],3.3446659684181212,0.29771384596824646,1.8796034790575504,0.16226257383823395,0.0090277299284935,0.0117876028409227,0.0012821251992136,0.0053941131918691,0.0487145548686385,0.7481523334980011,0.0202822661027312,0.1553592771291732,0.0,,,,,,,,,
[' '],['> You know?'],1.0366706848144531,0.29771384596824646,1.8796034790575504,0.16226257383823395,0.005306593934074,0.021973567456007,0.0004280474502593,0.0012470903864596,0.1018723912537098,0.8322509765625,0.0172590205445885,0.0196623201481998,0.0,,,,,,,,,
['>'],[' And then there hold on'],0.5210670232772827,0.5210670232772827,5.814166736602783,0.16226257383823395,0.0054847659543156,0.0257040606811642,0.0009678288130089,0.0019306349917314,0.18067906498909,0.7214382290840149,0.0165845815092325,0.0472108572721481,0.0,,,,,,,,,
['>'],[' 1/2.'],0.5210670232772827,0.5210670232772827,3.8116363137960434,0.16226257383823395,0.0060969180893152,0.0313507728278636,0.0010404751752503,0.001322532899212,0.2657054930925369,0.6481658518314362,0.0168470101431012,0.0294709879904985,0.0,,,,,,,,,
['>'],"["" It's really dark.""]",0.5210670232772827,0.5210670232772827,3.440587568283081,0.16226257383823395,0.0167701508849859,0.0281568434089422,0.0027545713703148,0.001615222467808,0.4410721242427826,0.4827687561511994,0.0159887414425611,0.0108736084774136,0.0,,,,,,,,,
['>'],[' '],0.5210670232772827,0.5210670232772827,2.352159023284912,0.16226257383823395,0.0202310444787144,0.006416297564283,0.0027886224444955,0.0077774347970262,0.0543330462649464,0.7910113453865051,0.0502606734633445,0.0671815421432256,0.0,,,,,,,,,
[' Uh '],['> One'],6.8695149421691895,0.5210670232772827,3.1549997329711914,1.2183074951171875,0.0415619723498821,0.003226306522265,0.0024721196386963,0.0106382919475436,0.045756634324789,0.813252866268158,0.0670966580510139,0.0159951206296682,0.0,,,,,,,,,
['> Thank you'],[' second. '],2.1345095857977867,0.2959849238395691,1.9801753262678783,1.2183074951171875,,,,,,,,,,,,,,,,,,
['. '],['>'],0.7826593220233917,0.2959849238395691,0.20455583930015564,0.20455583930015564,0.0644727498292923,0.0016927372198551,0.002419990254566,0.0079313516616821,0.0042072241194546,0.6243791580200195,0.2836113274097442,0.0112855229526758,0.0,,,,,,,,,
"['> Yeah, ']",[' Uh huh'],2.7957951948046684,0.2642483413219452,2.5685737133026123,0.20455583930015564,0.0401980765163898,0.0010661522046575,0.001755246274115,0.021462712669745,0.0065838150330819,0.6426944211125374,0.112212193198502,0.1740273791365325,0.0,,,,,,,,,
"['> Yeah, ']",['. M'],2.7957951948046684,0.2642483413219452,1.8524803146719933,0.20455583930015564,,,,,,,,,0.0,,,,,,,,,
"['> Yeah, ']",['hm.'],2.7957951948046684,0.2642483413219452,1.3433327302336693,0.20455583930015564,,,,,,,,,,,,,,,,,,
"['> Yeah, ']",[' Mhm'],2.7957951948046684,0.2642483413219452,0.9987053126096725,0.20455583930015564,,,,,,,,,,,,,,,,,,
"['> Yeah, ']",[' Oh >'],2.7957951948046684,0.2642483413219452,5.881083250045776,0.5174170931180319,0.0443482045084238,0.0034580503900845,0.004512451045836,0.0066175504277149,0.0129577065818011,0.7690442999204001,0.1029887969295184,0.0560729267696539,0.0,,,,,,,,,
['> I '],[' you never know how good'],3.123346517483393,0.1337507665157318,4.113244366645813,1.1431396007537842,0.0280597545206546,0.0019764325115829,0.0025692817871458,0.0088105057366192,0.0047222892753779,0.8083198964595795,0.1113181449472904,0.0342236291617155,0.0,,,,,,,,,
