,speaker,elapsed_time,content,video-timestamp-frame number,video-timestamp-elapsed time,video-timestamp-local_time,question
52,parent,0 days 00:09:55.000000000,"Traffic was held up for hours, as they slowly moved her out of the city. I'm sure people trying to get to work loved that. At first, the little house was frightened, but after she got used to it, she really liked it. They rolled along the big road, and they rolled along the little roads, until they were way out in the country. When the little house saw the green grass, and heard the birds singing, she didn't feel sad anymore. They went along, and along...",17850,595.0,2019-03-24 13:20:23,
53,child,0 days 00:10:21.000000000,The last one was spring. Did she notice spring now?,18630,621.0,2019-03-24 13:20:49, Did she notice spring now
54,parent,0 days 00:10:27.000000000,"But they couldn't seem to find the right place. They tried the little house here, and they tried her there, they finally saw a little hill in the middle of a field, and apple trees growing around. “There!”, said the great-great-granddaughter...",18810,627.0,2019-03-24 13:20:55,
55,child,0 days 00:10:40.000000000,Is it summer or spring?,19200,640.0,2019-03-24 13:21:08,Is it summer or spring
56,parent,0 days 00:10:46.000000000,"I don't know, what do you think?",19380,646.0,2019-03-24 13:21:14,"I don't know, what do you think"
57,child,0 days 00:10:46.000000000,Spring!,19380,646.0,2019-03-24 13:21:14,
58,parent,0 days 00:10:46.000000000,I think spring too. That's just the place.,19380,646.0,2019-03-24 13:21:14,
59,child,0 days 00:10:48.000000000,I think it's almost summer.,19440,648.0,2019-03-24 13:21:16,
60,parent,0 days 00:10:50.000000000,Maybe.,19500,650.0,2019-03-24 13:21:18,
61,child,0 days 00:10:50.000000000,But not yet.,19500,650.0,2019-03-24 13:21:18,
62,parent,0 days 00:10:52.000000000,Like your birthday.,19560,652.0,2019-03-24 13:21:20,
63,child,0 days 00:10:53.000000000,Mm-hmm (affirmative).,19590,653.0,2019-03-24 13:21:21,
64,parent,0 days 00:10:54.000000000,Maybe.,19620,654.0,2019-03-24 13:21:22,
65,parent,0 days 00:10:54.000000000,"“Yes it is!”, said the little house to herself. A cellar was dug on top of the hill, and slowly they moved the house from the road to the hill. The windows, and shutters were fixed, and once again, they painted her a lovely shade of pink. As the little house settled down on her new foundation, she smiled happily. Once again, she could watch the sun, and moon, and stars. Once again she could watch spring, and summer, and fall, and winter, come and go. Once again she was lived in, and taken care of.",19620,654.0,2019-03-24 13:21:22,
66,parent,0 days 00:11:32.000000000,"Never again would she be curious about the city. Never again would she want to live there. The stars twinkled above her, a new moon was coming up. It was spring, and all was quiet and peaceful in the country. The end.",20760,692.0,2019-03-24 13:22:00,
67,parent,0 days 00:11:51.000000000,"Bookshelf, there you go. Okay, you want another one?",21330,711.0,2019-03-24 13:22:19," Okay, you want another one"
68,parent,0 days 00:11:55.000000000,The Lorax? Okay.,21450,715.0,2019-03-24 13:22:23,The Lorax
69,parent,0 days 00:12:03.000000000,"At the far end of town, where the grickle grass grows, and the wind smells slow and sour when it blows, and no birds ever sing excepting old crows, is the street of the lifted Lorax.",21690,723.0,2019-03-24 13:22:31,
70,parent,0 days 00:12:19.000000000,"Something to sleep, the grickle grass some people say, if you look deep enough, you can still see today. Where the Lorax once stood, just as long as it could, before somebody lifted the Lorax away. What was the Lorax? And why was it there? And why was it lifted and taken somewhere? From the far end of town, where the grickle grass grows, the old Once-ler still lives here. Ask him, he knows.",22170,739.0,2019-03-24 13:22:47, What was the Lorax::: And why was it there::: And why was it lifted and taken somewhere
71,parent,0 days 00:12:50.000000000,"You won't see the Once-ler, don't knock at his door, he stays in his lerkim, on top of his store. He lurks in his lerkim, cold under the roof, where he makes his own clothes out of miff-muffered moof. And on special nights in August, he peeks out of shutters, and sometimes he speaks, and tell how the Lorax was lifted away. He'll tell you perhaps, if you're willing to pay.",23100,770.0,2019-03-24 13:23:18,
72,parent,0 days 00:13:18.000000000,"On the end of a rope, he lets down a tin pail, and you have to toss in 15 cents, and a nail, and the shell of a great-great-great-grandfather snail. Then he pulls up the pail, and makes a most careful count, to see if you've paid him the proper amount. Then he hides what you paid him, away in his snuvv, his secret strange hole, in his gruvvulouse glove.",23940,798.0,2019-03-24 13:23:46,
73,parent,0 days 00:13:47.000000000,"Then he grunts, “I will call you by whisper-ma-phone, for the secrets I tell you are for your ears alone."" Slupp Down slupps the whisper-ma-phone to your ear, and the old Once-ler's whispers are not very clear, since they have to come down through a snergelly hose, and he sounds as if he had smallish bees up his nose. “Now I'll tell you,” he says with his teeth sounding gray, ""how the Lorax got lifted and taken away. It all started back such a long, long time back. Way back in the days when the grass was still green, and the pond was still wet, and the clouds were still clean, and the song of the swomee-swans rang out in space. One morning I came to this glorious place, and I first saw the trees, the truffula trees. The bright-colored tufts of the truffula trees. Miles after mile in the fresh morning breeze.""",24810,827.0,2019-03-24 13:24:15,
74,parent,0 days 00:14:46.000000000,"""And under the trees, I saw brown bar-ba-loots frisking about in their bar-ba-loot suits, and they played in the shade, and ate truffula fruits. From the rippulous pond came the comfortable sound of the humming-fish humming while splashing around. But those trees, those trees, those truffula trees. All my life I've been searching for trees such as these. The touch of their tufts was much softer then silk, and they had the sweet smell of fresh butterfly milk. I felt a great leaping of joy in my heart, I knew just what I'd do, I unloaded my cart.""",26580,886.0,2019-03-24 13:25:14,
75,parent,0 days 00:15:28.000000000,"""In no time at all, I had built a small shop. Then I chopped down a truffula tree with one chop, and with great skillful skill, and with great speedy speed, I took the soft tuft, I knitted a thneed.""",27840,928.0,2019-03-24 13:25:56,
76,parent,0 days 00:15:43.000000000,"""The instant I'd finished, I'd heard a ga-zump, I looked. I saw something pop out of the stump, of the tree I'd chopped down. It was sort of a man. Describe him? That's hard, I don't know if I can. He was shortish, and oldish, and brownish, and mossy, and he spoke with a voice that was sharpish and bossy.""",28290,943.0,2019-03-24 13:26:11,
77,parent,0 days 00:16:08.000000000,"“Mister!,” he said, with a saw dusty sneeze, “I am the Lorax, I speak for the trees! I speak for the trees, for the trees have no tongues, and I'm asking you sir at the top of my lungs!” He was very upset as he shouted, and puffed. “What's that thing you've made out of my truffula tuft?”",29040,968.0,2019-03-24 13:26:36, “What's that thing you've made out of my truffula tuft
78,parent,0 days 00:16:28.000000000,"“Look Lorax,” I said, “there's no card for alarm, I just chopped one tree, I'm doing no harm. I'm being quite useful. This thing is a thneed! A thneed's a fine something that all people need. It's a shirt, it's a sock, it's a glove, it's a hat, but it has other uses, yes, far beyond that. You can use it for carpets, for pillows, for sheets, or curtains, or covers for bicycle seats.”",29640,988.0,2019-03-24 13:26:56,
79,parent,0 days 00:16:53.000000000,"The Lorax said, “ Sir, you are crazy with greed. There's no one on earth who would buy that fool thneed!”",30390,1013.0,2019-03-24 13:27:21,
80,parent,0 days 00:17:01.000000000,"But the very next minute, I proved he was wrong. For just at that minute, a chap came along, and he thought that the thneed I had knitted was great, and he happily bought if for $3.98. I laughed at the Lorax, “You poor stupid guy, you never can tell what some people will buy.”",30630,1021.0,2019-03-24 13:27:29,
81,parent,0 days 00:17:21.000000000,"“I repeat!” Said the Lorax, “I speak for the trees,”",31230,1041.0,2019-03-24 13:27:49,
82,parent,0 days 00:17:25.000000000,"“I'm busy!” I told him, “Shut up, if you please.”",31350,1045.0,2019-03-24 13:27:53,
83,parent,0 days 00:17:28.000000000,"I rushed across the room, and at no time at all, built a radio phone. I put in a quick call. I called on my brothers, and uncles, and aunts, and I said, “listen here, here's a wonderful chance for the whole Once-ler family to get mighty rich. Get over here fast, take the road to North Nitch, turn left at Weehawken, sharp right at South Stitch.”",31440,1048.0,2019-03-24 13:27:56,
84,parent,0 days 00:17:51.000000000,"And in no time at all, in the factory I built, the whole Once-ler family was working full tilt. They were all knitting thneed's, busy as bees to the sound of the chopping of truffula trees. Then, oh baby, oh, how my business did grow. Now chopping one tree at a time was too slow. So I quickly invented my super-axe-hacker, which whacked off 4 truffula trees in once smacker. We were making thneeds 4 times as fast as before, and that Lorax, he didn't show up anymore.",32130,1071.0,2019-03-24 13:28:19,
85,parent,0 days 00:18:25.000000000,"But the next week, he knocked on my new office door. He snapped, “I am the Lorax, who speaks for the trees, which you seem to be chopping as fast as you please. But I'm also in charge of the brown bar-ba-loots, who played in the shade in their bar-ba-loot suits, and happily lived eating truffula fruits. Now, thanks to your hacking my trees to the ground, there's not enough truffula fruit to go 'round. And my poor bar-ba-loots are all getting the crummies because they have gas and no food in their tummies. They loved living here, but I can't let them stay. They'll have to find food, and I hope that they may.""",33150,1105.0,2019-03-24 13:28:53,
86,child,0 days 00:19:06.000000000,"It looks, smaller, and smaller.",34380,1146.0,2019-03-24 13:29:34,
87,parent,0 days 00:19:08.000000000,"Yeah, it does.",34440,1148.0,2019-03-24 13:29:36,
88,child,0 days 00:19:08.000000000,Why?,34440,1148.0,2019-03-24 13:29:36,Why
89,parent,0 days 00:19:11.000000000,Because he's chopping down all the trees.,34530,1151.0,2019-03-24 13:29:39,
90,child,0 days 00:19:13.000000000,What's these? There?,34590,1153.0,2019-03-24 13:29:41,What's these::: There
91,parent,0 days 00:19:17.000000000,The truffula... 'cause they're getting further away.,34710,1157.0,2019-03-24 13:29:45,
92,child,0 days 00:19:19.000000000,"Oh, because the smaller ones are going food?",34770,1159.0,2019-03-24 13:29:47,"Oh, because the smaller ones are going food"
93,parent,0 days 00:19:26.000000000,That could be too.,34980,1166.0,2019-03-24 13:29:54,
94,child,0 days 00:19:29.000000000,They look really cute.,35070,1169.0,2019-03-24 13:29:57,
95,parent,0 days 00:19:31.000000000,"They do, but they look really sad.",35130,1171.0,2019-03-24 13:29:59,
96,parent,0 days 00:19:36.000000000,"“Good luck boys!”, he cried, as he sent them away. I the Once-ler felt sad as I watched them all go, but business is business, and business must grow regaurdless of crummies, and tummies you know. I meant no harm, I most truly did not, but I had to grow bigger, so bigger I got. I biggered my factory, I biggered my roads, I biggered my wagons, I biggered the loads of the thneeds I shipped out. I was shipping them forth, to the south, to the east, to the west, to the north. I went right on biggering, selling more thneeds, and I biggered my money, which everyone needs.",35280,1176.0,2019-03-24 13:30:04,
97,parent,0 days 00:20:17.000000000,"Then again he came back, I was fixing some pipes, when that old nuisance Lorax came back with more gripes. “I am the Lorax!”, he coughed, and he whiffed. He sneezed, and he snuffled, he snargled, he sniffed. “Once-ler!”, he cried, with a cruffulous croak, “Once-ler, you're making such smogulous smoke! My poor swomee-swans, why they can't sing a note! No one who can sing who has smog in his throat. And so,” said the Lorax, “Please pardon my cough, they cannot live here, so I'm sending them off. Where will they go? I don't hopefully know, they may escape to fly for a month, or a year to escape from the smog, you've smogged up around here. What's more!” snapped the Lorax, his dander was up, “let me say a few words about gluppity-glupp. Your machine chugs on day and night without stop, making gluppity-glupp also schloppity-schlopp. And what do you do with this left over goo? I'll show you, you dirty old Once-ler man you!”",36510,1217.0,2019-03-24 13:30:45, Where will they go::: And what do you do with this left over goo
98,parent,0 days 00:21:23.000000000,"“Your glumping the pond, where the humming-fish hummed. No more can they hum for their gills are all gummed. So I'm sending them off. Oh, their future is dreary. They'll walk on their fins, and they'll get woefully weary in search of some water that isn't so smeary.”",38490,1283.0,2019-03-24 13:31:51,
99,parent,0 days 00:21:40.000000000,"And then I got mad, I got terribly mad. I yelled at the Lorax, ""Now listen here dad! All you do is yap-yap, and say bad! Bad! Bad...""",39000,1300.0,2019-03-24 13:32:08,
100,child,0 days 00:21:49.000000000,Why did he call him dad?,39270,1309.0,2019-03-24 13:32:17,Why did he call him dad
101,parent,0 days 00:21:51.000000000,"'cause he's acting like a father, by telling him what to do, and he doesn't like it.",39330,1311.0,2019-03-24 13:32:19,
102,parent,0 days 00:21:57.000000000,"""Well, I have my rights sir, and I'm telling you I intend to go on doing just what I do. And for your information, you Lorax, I'm figuring on biggering, and biggering, and biggering, and BIGGERING, turning more truffula trees into thneeds which everyone, everyone, EVERYONE needs!”",39510,1317.0,2019-03-24 13:32:25,
103,parent,0 days 00:22:17.000000000,"And at that very moment, we heard a loud WHACK, from outside in the fields came a sickening smack of an axe on a tree, then we heard the tree fall. The very last truffula tree of them all. No more trees, no more thneeds, no more work to be done. So, in time my uncles, and aunts, everyone all waved me goodbye. They jumped into my cars, and drove away under the smoke-smuggered stars. Now all that was left the bad smelling sky, was my big empty factory, the Lorax, and I. The Lorax said nothing, just gave me a glance, just gave me a very sad, sad backwards glance as he lifted himself by the seat of his pants. And I'll never forget the grim look on his face, when he heisted himself, and took leave of this place through a hole in the smog without leaving a trace. And all that the Lorax left here, is this mess, was a small pile of rocks, with the one word unless.",40110,1337.0,2019-03-24 13:32:45,
104,parent,0 days 00:23:26.000000000,"Whatever that meant. Well, I just couldn't guess. That was long, long ago, but each day since that day, I've sat here and worried, and worried, and worried away, through the years while my buildings have fallen apart, I've worried about it with all of my heart. “But now,” said the Once-ler, ""now that you're here, the word of the Lorax seemed perfectly clear. Unless someone like you cares a whole awful lot, nothing is going to get better, it's not! So, “Catch!,” calls the Once-ler, he lets something fall, “It's a truffula seed, it's the last one of all.”",42180,1406.0,2019-03-24 13:33:54,
105,parent,0 days 00:24:05.000000000,What are you doing?,43350,1445.0,2019-03-24 13:34:33,What are you doing
106,parent,0 days 00:24:07.000000000,"“You're in charge of the last of the truffula seeds, and the truffula trees are what everyone needs. Plant a new truffula, treat it with care. Give it clean water, and feed it fresh air. Grow a forest, protect it from axes that hack. Then the Lorax, and all of his friends may come back.” The end.",43410,1447.0,2019-03-24 13:34:35,
107,Speaker 3,0 days 00:24:28.000000000,I think it's about time.,44040,1468.0,2019-03-24 13:34:56,
108,parent,0 days 00:24:29.000000000,Okay. We are all done.,44070,1469.0,2019-03-24 13:34:57,
109,child,0 days 00:24:32.000000000,"After we read 2 long stories, we're done!",44160,1472.0,2019-03-24 13:35:00,
110,parent,0 days 00:24:35.000000000,Yes! Just like last time. Okay. [inaudible 00:24:41],44250,1475.0,2019-03-24 13:35:03,
111,parent,0 days 00:24:41.000000000,"Wait, we gotta do your [crosstalk 00:24:43]",44430,1481.0,2019-03-24 13:35:09,
112,Speaker 3,0 days 00:24:45.000000000,You can take off your watch.,44550,1485.0,2019-03-24 13:35:13,
113,parent,0 days 00:24:46.000000000,Okay. [inaudible 00:24:48] Thank you.,44580,1486.0,2019-03-24 13:35:14,
114,Speaker 3,0 days 00:25:00.000000000,Thank you so much. [inaudible 00:25:00],45000,1500.0,2019-03-24 13:35:28,
115,parent,0 days 00:25:19.000000000,"Okay, your friend is here.",45570,1519.0,2019-03-24 13:35:47,
116,Speaker 3,0 days 00:25:25.000000000,"Okay, we're gonna play with [inaudible 00:25:25]",45750,1525.0,2019-03-24 13:35:53,
