,users,prob_face_anger,prob_face_contempt,prob_face_disgust,prob_face_fear,prob_face_happiness,prob_face_neutral,prob_face_sadness,prob_face_surprise,smile,p1,p3,text
46,SPK0,0.0788543161004781,0.0400014251470565,0.0104373143054544,0.0031889010453596,0.0140517734922468,0.5068423748016357,0.3390509516000748,0.0075729766394943,0.0,3.1648167073726654,0.41903606057167053, > yep
49,SPK0,0.0448455568403005,0.0346804484724998,0.0033601213557024,0.0027896012955655,0.0701718158088624,0.5740351478258768,0.2648201733827591,0.0052971111920972,0.0,3.1437615156173706,0.41903606057167053,", "
51,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.033689066767693,0.20244988799095154, > Okay
53,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.4827584363520145,0.20244988799095154, all right
55,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.045482873916626,0.20244988799095154, I'll start
58,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.008121490478516,0.20244988799095154, I'm
60,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.9060139656066895,0.20244988799095154," in Connecticut,"
63,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.408266544342041,0.20244988799095154, married two
65,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.199538548787435,0.20244988799095154, kids seven and
68,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.344831228256226,0.20244988799095154, nine Die
70,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.091505686442058,0.20244988799095154, Hard Mets fan
73,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.386264443397522,0.20244988799095154,. Um Cry
76,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.004328727722168,0.20244988799095154, a lot
78,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.8380270799001055,0.20244988799095154, during baseball season
81,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.4425309896469116,0.20244988799095154,. M
83,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.3123409748077393,0.20244988799095154,hm. 
86,SPK0,0.0343965325504541,0.04407829195261,0.0066856427583843,0.0058558104792609,0.0265036648139357,0.6169488310813904,0.2481613636016845,0.0173698923550546,0.0,5.987065156300862,1.1145954132080078, > Mariners 
89,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.733924863860011,0.09886454790830612, > Yeah. 
93,SPK0,0.031405895575881,0.0164670132100582,0.0044692127034068,0.0094371085055172,0.0132407655939459,0.6142193555831911,0.2982621043920517,0.0124985346570611,1.0,3.7555433571338654,0.3696700632572174," > man, I get"
98,SPK0,0.0312300378456711,0.0079873611684888,0.0203145857900381,0.1288658734411001,0.0178836600854992,0.4366819083690643,0.1467976868152618,0.2102388843894004,1.0,3.231729358434677,0.45299918452898663, > it
99,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.740702318648498,0.07907106727361679, > Uh 
104,SPK0,0.0171633756719529,0.0301904290914535,0.0332668303512036,0.0708510099444538,0.3362245291471481,0.2009363040328025,0.0672318361699581,0.244135657697916,0.0,3.8448918908834457,0.4946637451648712,. Thank you
107,SPK0,0.0063802473829127,0.0454602681100368,0.007471349555999,0.0072111869463697,0.7050335049629212,0.0996530994772911,0.1114733776077628,0.0173169423826038,1.0,3.4665408842265606,0.30226049944758415, > for calling
108,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.7055954802781343,0.03362352401018143, > Yeah. 
115,SPK0,0.0035339292604476,0.0532189775258302,0.0088054507970809,0.0086978629697114,0.7019145488739014,0.0873347498476505,0.076103338971734,0.0603911481797695,1.0,2.992997817695141,0.23812608420848846, it though. 
119,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.419680655002594,0.23930847644805908, > What
121,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.198920418818792,0.23930847644805908,'s that? Yes. 
127,SPK0,0.0095013635233044,0.0743539609014987,0.0080340753309428,0.0143981023691594,0.3820330560207367,0.1973916858434676,0.2952239155769348,0.0190638028085231,1.0,1.8007217501290143,0.25045788288116455, > Thank you for
131,SPK0,0.0112949582748115,0.0657774951308965,0.0198614136315882,0.0128732103854417,0.3380042999982834,0.2114959210157394,0.3004257559776306,0.0402669116854667,1.0,6.547072100639343,0.25045788288116455, colonic. Sorry 
136,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.193157847970724,0.10053383558988571, > Oh
138,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.7129597663879395,0.10053383558988571, 
139,SPK0,0.0090708987088874,0.0395677898079156,0.0239871919620782,0.032210655324161,0.5071355044841767,0.1064745511859655,0.0770269129425287,0.2045264735817909,1.0,5.022167247533798,0.206386536359787, > about Diaz. He
144,SPK0,0.0073792822193354,0.1195702403783798,0.018473049532622,0.0195724359364248,0.490623277425766,0.1096567794680595,0.1977270126342773,0.0369979432318359,1.0,3.557475065191587,0.206386536359787, was great with us man.
150,SPK0,0.0106132898945361,0.0476909194141626,0.0152013779617846,0.0330612577497959,0.3914706528186798,0.1870283782482147,0.1151244707405567,0.1998096540570259,1.0,1.019579529762268,0.206386536359787, 
151,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.9261873424053193,0.3552109897136688, > it was tough.
156,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.4819847524166105,0.3552109897136688, What a train wreck.
161,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.8588388885060945,0.3552109897136688, He's turned out to be
167,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.920689128339291,0.3552109897136688, holy kind of 
171,SPK0,0.007674776460044,0.0106184089760063,0.010365347773768,0.206992644444108,0.035546242177952,0.1569590125232935,0.133427444496192,0.4384161561727524,1.0,3.5910080075263977,2.474979877471924," > Yeah, "
175,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.7048471608598317,0.46608966588974, > not being able to handle new
182,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.5152139368777475,0.46608966588974, york. I guess 
188,SPK0,0.0173030024394392,0.0009287049586419,0.0087877514073625,0.4159798413515091,0.0021622433967422,0.0816550708375871,0.0269034433178603,0.4462799489498138,0.0,2.7447377124003003,0.24734319746494293," > yeah, that's totally what"
195,SPK0,0.0490509749390184,0.0037259801261825,0.01899072896922,0.2796870678663253,0.0293363643577322,0.0769179730676114,0.0226823159027844,0.5196085721254349,1.0,1.8131403823693593,0.24734319746494293, it was. It's not
201,SPK0,0.0190889639779925,0.0036678898264653,0.0198650019243359,0.2447190105915069,0.0094804658787325,0.1299913540482521,0.0552294969558715,0.5179578602313996,1.0,3.4922876358032227,0.9803484156727791, > the
203,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.8416493497788906,0.07310961186885834, > so. 
209,SPK0,0.0165923681110143,0.0057379573117941,0.0089093847665935,0.1270918354392051,0.0110400920733809,0.4275874927639961,0.1936511293053627,0.2093896806240081,1.0,5.701706600189209,1.7133536338806152," stuff, although he we"
214,SPK0,0.0233516354113817,0.0231913354247808,0.0352539107203483,0.1025672733783722,0.086854625493288,0.2726402312517166,0.1551964081823826,0.3009445577859878,1.0,7.7208176255226135,1.7133536338806152, we sold extremely high
218,SPK0,0.0200809495523571,0.009197446424514,0.010220347973518,0.0927199974656105,0.0347492832690477,0.2499523602426052,0.096159045677632,0.4869206428527832,1.0,3.938090458512306,1.7133536338806152, with that dude.
222,SPK0,0.0123967729508876,0.0016862627206137,0.0074084761319682,0.2916322827339172,0.0151542468462139,0.0742137713357806,0.0473050018772482,0.5502031683921814,0.0,4.175181531906128,1.7133536338806152, He was he was living
227,SPK0,0.0077155119739472,0.0049194359919056,0.0074654008261859,0.202526119351387,0.0375498844310641,0.0551336735486984,0.038389716297388,0.6463002681732177,1.0,2.2150496654212475,1.7133536338806152, a charmed life
231,SPK0,0.0433272369205951,0.0135481411591172,0.1669813143089413,0.0973309114575386,0.0619179528206586,0.2212557226419448,0.1788248121738433,0.2168138861656189,1.0,5.206089222431183,1.3366227388381957, > stadium
234,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.2513490840792656,0.2891293466091156, > Yeah. 
240,SPK0,0.0383085506036877,0.0112294035963714,0.1028241200372576,0.163359934091568,0.0497485443949699,0.1705431997776031,0.3186442077159881,0.1453420240432024,1.0,1.2461771667003632,0.7715263962745667,. 
242,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4752938151359558,0.8056479692459106, > Yeah
244,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.171682313084602,0.8056479692459106, definitely. Well I
248,SPK1,0.0533620149944908,0.0049215365409812,0.0304099715528233,0.0514625452924519,0.6819485974265262,0.0384827792101229,0.0212180563054668,0.1181945042141402,1.0,1.3144017457962036,0.8056479692459106, don't know
251,SPK1,0.1699652701616287,0.0178138833492994,0.2468876540660858,0.1767246142029762,0.0359624356031417,0.1752925127744674,0.0445696737617254,0.1327839225530624,1.0,5.667389631271362,0.8056479692459106, I got new owners
255,SPK1,0.1534021571278572,0.0103360684006474,0.1334083159454167,0.1098173893988132,0.0656653521582484,0.2675009220838547,0.0960438181646168,0.1638260036706924,1.0,4.34232497215271,0.8056479692459106, today so hopefully it
259,SPK1,0.3136250078678131,0.0221696179360151,0.0882059093564748,0.092186225267748,0.0361694960544506,0.3070386946201324,0.0534338590999444,0.0871711674456795,0.0,4.704598347345988,0.8056479692459106,'ll uh 
262,SPK0,0.0317631397396326,0.0148731173947453,0.0018172512296587,0.0044511182699352,0.0080988535657525,0.6827564835548401,0.2277241080999374,0.0285159399732947,1.0,2.765641510486603,0.2268582582473755, > Yeah
264,SPK0,0.0138837851583957,0.0069613723113434,0.0023818550980649,0.0941028544679284,0.005750854476355,0.3141897240653634,0.1156566394958645,0.4470729298889637,0.0,2.577825367450714,0.2268582582473755,", I saw that. "
270,SPK1,0.3060438200831413,0.054324313160032,0.1277438730001449,0.0216746251098811,0.0646481588482856,0.2958347395062447,0.0536848548799753,0.0760456185787916,1.0,3.000578224658966,0.9992489218711853, > yeah 
273,SPK0,0.0131414295174181,0.0324565664632245,0.0270780265564098,0.1285610031336546,0.1636886834166944,0.1443099249154329,0.0776155940257012,0.4131487794220448,1.0,3.141306310892105,0.23935332894325256, > There was there was
278,SPK0,0.0230576913803815,0.0270842231810092,0.0481680335476994,0.1493818990886211,0.1816454440355301,0.1239600181579589,0.0762459442019462,0.3704567015171051,1.0,5.168645620346069,0.23935332894325256, the house cleaning.
282,SPK0,0.0127551178447902,0.0117848824243992,0.0270769840106368,0.4001910388469696,0.1026825286448001,0.0751404263079166,0.150401771068573,0.2199672400951385,1.0,1.0150986060500145,0.12840898036956788, > Yeah. 
283,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.9702943563461304,0.6476010084152222, > yeah 
290,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.171285256743431,0.6148180365562439, > see what happens
294,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.7202081441879273,0.6148180365562439,. He says he's
299,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2613030523061752,0.6148180365562439, not interested in making
303,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.272558271884918,0.6148180365562439," money, he just"
307,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.440323270857334,0.6148180365562439, wants to win championships
311,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.2867298126220703,0.6148180365562439, so we'll see
315,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.9404031671583652,0.6148180365562439, how that goes.
319,SPK1,0.1527757346630096,0.0166162677730123,0.0555810611695051,0.0760442831863959,0.1967366412281989,0.3098049809535344,0.1290761033693949,0.0633649664620558,1.0,4.332039833068848,0.6148180365562439, Yeah 
321,SPK0,0.034730053320527,0.0123377105221152,0.0305319218430668,0.1066347170621156,0.0120898395776748,0.4364812374114989,0.2093545913696288,0.1578399434685707,1.0,0.17214444279670715,0.17214444279670715, >
322,SPK0,0.0047597050433978,0.2678298344835639,0.0034868922521127,0.0133795168294454,0.3144323714077473,0.1867642123252153,0.0494208917953074,0.1599266058765351,1.0,2.3816040754318237,0.17214444279670715," Yeah man,"
325,SPK0,0.0051844378234818,0.029278695769608,0.0072390016168355,0.1312966331839561,0.1063219662755727,0.0476475337520241,0.0115951332729309,0.6614365935325622,1.0,4.453187863032023,0.17214444279670715," we, "
328,SPK1,0.128350681066513,0.0430276675149798,0.0822252556681633,0.1671125756576657,0.2807619884610176,0.1898438610136509,0.0455179817974567,0.0631599633954465,1.0,2.4023414254188538,0.10841810703277588, > wow. 
332,SPK0,0.0048814233392477,0.0070483300660271,0.0042755793547257,0.2401641935110092,0.0117647178703919,0.0868182301521301,0.0910156748257577,0.5540317893028259,1.0,4.904734253883362,0.5062273740768433, > we fight
335,SPK0,0.003598734899424,0.0008105780987534,0.0031670699128881,0.2200032174587249,0.0043556300224736,0.0678475376218557,0.0443426432088017,0.6558746576309205,0.0,3.4931114514668784,0.5062273740768433, with some of
338,SPK0,0.0145831500180065,0.0100899572717025,0.0429294275585562,0.1781595043838024,0.0499557169154286,0.1311791464686393,0.1260619055479765,0.4470412135124207,1.0,3.780251517891884,0.5062273740768433, that too. Like
342,SPK0,0.0188964238390326,0.0178901960141956,0.04987054746598,0.2087037295103073,0.1355860784649848,0.1525632083415985,0.0823071308434009,0.3341826841235161,1.0,3.5768300692240396,0.5062273740768433, I mean when
345,SPK0,0.0115713316947221,0.0321156442165374,0.0161264332942664,0.0564902763813734,0.2777403473854065,0.1399682700634002,0.045186033565551,0.4208016306161879,1.0,2.938624620437622,0.5062273740768433, it was the
348,SPK0,0.0044222213793545,0.006693954176444,0.0065163431165274,0.2901909291744232,0.0554035466106142,0.0715562582947313,0.0606406247243285,0.5045761406421662,0.0,4.674022550384204,0.3145951380332311," > Nintendo guys, it"
349,SPK1,0.1928466662764549,0.0235894156619906,0.0501093789935112,0.0559749148786068,0.071467110235244,0.3885027289390564,0.0953861661255359,0.1221236169338226,1.0,0.7448042035102844,0.0427820086479187, > Yeah. 
358,SPK0,0.0582840056624263,0.0035810322675388,0.085661212913692,0.266380961984396,0.014570744743105,0.1268416598439216,0.0429184623993933,0.4017619282007217,1.0,3.254112410545349,0.27626869082450867, was a real issue for
363,SPK0,0.0158927964046597,0.012342825345695,0.0471795137971639,0.151440905034542,0.0604118198156356,0.2047936305403709,0.1373083643615245,0.3706301331520081,1.0,2.2170847192406655,0.27626869082450867, a long time because 
368,SPK1,0.0069129271665588,0.0087908305227756,0.0034925631829537,0.0119657578878104,0.9110447049140932,0.0078903920482844,0.0049635738367214,0.0449392017559148,1.0,3.0034402906894684,0.07300058007240295, > Right.
371,SPK1,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.45880749821662903,0.07300058007240295, 
372,SPK0,0.0128391270060092,0.0646356150507927,0.0111023489153012,0.0354160133749246,0.3350597381591797,0.270083537697792,0.1193919047713279,0.1514717243611812,1.0,3.925012230873108,0.4697674512863159, > those dudes
375,SPK0,0.0115221646614372,0.0380309264175593,0.0096298832446336,0.1551106300204992,0.1386817289516329,0.2415706068277359,0.1343209695070982,0.2711330935359001,1.0,3.305823802947998,0.4697674512863159, did not care.
379,SPK0,0.0275795497000217,0.0035897089692298,0.0302121499553322,0.2995021529495716,0.0461083913687616,0.1346686221659183,0.1148577351123094,0.3434817008674145,1.0,3.601023276646932,0.4697674512863159, It was it
382,SPK0,0.0185492758639156,0.0024852702859789,0.0479071516543626,0.4204012602567673,0.0060878837481141,0.1099465608596801,0.1711968585848808,0.2234257727861404,1.0,6.289308190345764,0.4697674512863159, was a goodwill investment
386,SPK0,0.0273825766518712,0.0072117240633815,0.0226220330689102,0.0970459926873445,0.0259994359221309,0.3157640486955643,0.1637115091085434,0.3402627095580101,1.0,2.39318186044693,0.4697674512863159, and they had a
390,SPK0,0.0535759709775447,0.0317155245691537,0.1345784727483988,0.091157466173172,0.1600591897964477,0.2002751007676124,0.1436756297945976,0.1849626302719116,1.0,3.4872525334358215,0.4697674512863159, budget but they were
394,SPK0,0.0193499645218253,0.0566241241991519,0.0293423993512988,0.0290154125541448,0.2713299632072449,0.2630291491746902,0.2455611735582352,0.0857477948069572,1.0,3.320184866587321,0.4697674512863159, never really going
397,SPK0,0.0472766499966383,0.0088056920561939,0.0448849707841873,0.2536626011133194,0.0546668525785207,0.1765413969755172,0.1082782000303268,0.3058836191892624,1.0,4.331650763750076,0.4697674512863159, to push in 
401,SPK1,0.0159342531114816,0.0232657417654991,0.0098174021113663,0.0016703211634497,0.9205632209777832,0.0147368754260242,0.0077149830758571,0.0062971995939733,1.0,0.6225689053535461,0.4781939685344696, > Yeah. 
405,SPK0,0.0222869137302041,0.0049837497645057,0.0239068359602242,0.1312402926385402,0.0175913527142256,0.2023067235946655,0.2555553749203682,0.3421286970376968,1.0,2.483578324317932,0.5459661483764648, > and they had
409,SPK0,0.0327689451165497,0.0140165077522397,0.0272657804191112,0.1267669431865215,0.1266257967799902,0.1541564725339412,0.2854425519704818,0.2329569846391677,1.0,5.992365896701813,0.5459661483764648, a steady family 
413,SPK1,0.1086356685496866,0.022316872049123,0.0480993057601153,0.028244782378897,0.5797792464494705,0.0938833154737949,0.0139916334068402,0.1050491943955421,1.0,3.5187182258814573,0.05353065952658653, > M
415,SPK1,0.1034432828426361,0.0213816138915717,0.068107258901,0.0543777544051408,0.3123731806874275,0.1723196849226951,0.0429871205240488,0.2250101536512375,1.0,0.31034037470817566,0.05353065952658653,hm. 
418,SPK0,0.0331274069845676,0.0211098118685185,0.0301152231637388,0.1814912943169474,0.0733018033206462,0.2723066337406635,0.2794521346688271,0.1090956624597311,1.0,4.831780306994915,0.41142746806144714, > friendly environment that
422,SPK0,0.0624627895653247,0.011219526361674,0.0798606824129819,0.2157135754823684,0.0769195094704628,0.2403034515678883,0.1170155957341194,0.1965048551559448,1.0,3.6502065658569336,0.41142746806144714, was making the money and they
428,SPK0,0.0165686607360839,0.0237361634150147,0.0335127402096986,0.0760544903576374,0.175351346284151,0.1648755222558975,0.3295384764671326,0.1803626164793968,1.0,1.9344188040898491,0.41142746806144714, weren't going to do 
434,SPK1,0.1601204216480255,0.0138066459214314,0.0513551797717809,0.1671372726559639,0.1266378558240831,0.1258640110492706,0.0360021723434329,0.3190764673054218,1.0,2.5117442440241575,0.04746817797422409, > That's 
438,SPK0,0.0450021745637059,0.0071226435247808,0.088404393941164,0.1271257571876049,0.0562944408506155,0.197673225402832,0.3389301836490631,0.1394471630454063,1.0,3.0582323014736175,0.27916082739830017, > anything else. 
443,SPK1,0.1053643375635147,0.0245831796899437,0.048756044358015,0.2407001566141844,0.1941313274204731,0.0744440793991088,0.0141641719266772,0.297856692224741,1.0,4.052321881055832,0.7213191390037537, > my
445,SPK1,0.0530257891863584,0.0275094207376241,0.0788105189800262,0.1081052292138338,0.4817106276750565,0.0840582117438316,0.0436886303126812,0.1230915484018624,1.0,7.0845478773117065,0.7213191390037537, most owners that's
449,SPK1,0.1370141722261905,0.0295972920954227,0.1045845940709114,0.1398401081562042,0.3197667479515076,0.1246006518602371,0.0897164985537529,0.054879885725677,1.0,2.2282009553164244,0.7213191390037537, all they care about
453,SPK1,0.3224392652511597,0.059063709154725,0.0918947696685791,0.049722684174776,0.3169577434659004,0.0798505246639251,0.0378954710438847,0.0421758187003433,0.0,1.1954701244831085,0.7213191390037537,. 
455,SPK0,0.0151443908922374,0.030404336284846,0.007072469801642,0.0064882712438702,0.0230227209627628,0.3445449024438858,0.5679606080055237,0.0053623243700712,1.0,2.0802780352532864,0.5194451808929443, > Yeah. Don't
460,SPK0,0.0140182888135314,0.0140633890405297,0.0028258439269848,0.0054485109285451,0.0095228818245232,0.4059180803596973,0.5415716096758842,0.006631419819314,0.0,4.56805014940134,0.37751765383614433, > boat. 
465,SPK1,0.3910826832056046,0.0558337707072496,0.0489293513819575,0.142477286607027,0.0771975938230753,0.1124420061707496,0.0197989521548152,0.1522383842617273,1.0,1.9484528198838234,0.20026925206184387, >
474,SPK1,0.1200321689248085,0.0253590051550418,0.0622519649565219,0.1711242083460092,0.0464630954898893,0.2882091969251633,0.0869992345571517,0.1995611073449254,0.0,7.679906249046326,0.88922119140625, already worth yeah he
478,SPK1,0.1030316770076751,0.0600898967124521,0.1050005979835987,0.1359296925365924,0.1715972078964114,0.244237308204174,0.1065939217805862,0.073519692569971,1.0,2.271669387817383,0.88922119140625,'s already worth $
482,SPK1,0.1399169340729713,0.0146022376837208,0.1044642969965934,0.3405106648802757,0.0779678024351596,0.1091685786843299,0.0673811234533786,0.1459883913397789,1.0,4.074702441692352,0.88922119140625,12 billion so how
486,SPK1,0.1699094340205192,0.0383191656321287,0.0714992009103298,0.069301913678646,0.3329782128334045,0.1978397279977798,0.0724896237254142,0.0476627010852098,1.0,2.0231263041496277,0.88922119140625, much more can he possibly
491,SPK1,0.2010424584150314,0.0282597423996776,0.0792522504925727,0.1484251519665122,0.1599498946219682,0.2195015430450439,0.0755652252584695,0.0880037302151322,0.0,3.143041451772054,0.88922119140625, need? 
494,SPK0,0.0398068202659487,0.0203688785433769,0.0203075380064547,0.0950773041695356,0.0352187149226665,0.4358329832553863,0.2924169957637786,0.0609707675874233,1.0,0.5863575339317322,0.5863575339317322, >
495,SPK0,0.0279792515560984,0.0219235237687826,0.0412209089845418,0.0139074800536036,0.0258284285664558,0.3553240239620209,0.4783181071281433,0.0354982160497456,1.0,3.8653133511543274,0.5863575339317322, Yeah. You're doing a corporate
502,SPK0,0.0448782160878181,0.009521063324064,0.0656958264298737,0.1129337836056947,0.0318645138293504,0.2187924653291702,0.3052093625068665,0.2111047655344009,1.0,2.9326152900854745,0.5863575339317322, good and you've got a
508,SPK0,0.0181978156790137,0.0010268682381138,0.0169842287898063,0.4959104180335999,0.0047884548548609,0.0557416275143623,0.1655507773160934,0.241799783706665,1.0,3.9455621043841043,0.40201467275619507, > really
509,SPK1,0.2370214983820915,0.0505247302353382,0.0753885908052325,0.0259074980082611,0.1996559686958789,0.2947454676032066,0.0903156449397405,0.026440617085124,0.0,2.886033549439162,0.028500376269221306," > But, "
515,SPK0,0.0191973634064197,0.0035319740301929,0.0224214333109557,0.2761254578828812,0.0176340773701667,0.15227767303586,0.3804287016391754,0.1283833131194114,1.0,5.575639963150024,0.3098432421684265, nice revenue stream
518,SPK0,0.0193633446469903,0.0066085631609894,0.0381514851003885,0.440350241959095,0.0301549915689975,0.1488148517906666,0.141298720985651,0.1752578139305114,1.0,3.561235785484314,0.3098432421684265, from your
520,SPK0,0.017761243507266,0.0044365786248818,0.0150211758445948,0.2470059413462877,0.0132193217054009,0.1993681088089943,0.3417652875185013,0.1614223640412092,0.0,3.5116427739461265,0.3098432421684265, television contract.
523,SPK0,0.0200221275910735,0.0087463594740256,0.0205412495881319,0.0671732559800148,0.033874163404107,0.2448696076869964,0.4232310652732849,0.1815421063452959,1.0,4.144644260406494,0.3098432421684265, Anything else is
526,SPK0,0.0367722805589437,0.0154866503551602,0.0999371491372585,0.0778790298849344,0.1228991471230983,0.2410055875778198,0.2382903143763542,0.1677298292517662,1.0,2.7379594445228577,0.3098432421684265, gravy?
528,SPK0,0.0197882233187556,0.0089322598651051,0.0392142892815172,0.193477304186672,0.1531610433012247,0.2134270090609789,0.1508473865687847,0.221152476966381,1.0,0.5905628800392151,0.3098432421684265, 
529,SPK1,0.0875787918145458,0.0465509511219958,0.0980085651390254,0.0404186764111121,0.2687067824105422,0.2267364431172609,0.0838133290720482,0.1481865042975793,1.0,2.0811077455679574,0.2599267363548279, > yep
532,SPK1,0.0656548468396067,0.0388294288422912,0.0442840415053069,0.0896418187767267,0.2442191038280725,0.2036330066621304,0.0751112746074795,0.23862649127841,1.0,3.467059095700582,0.2599267363548279, I agree.
